performance_id,employee_id,review_period,performance_rating,training_hours,promotion_flag
PERF028921,EMP08839,2024-H2,4,74,0
PERF028922,EMP08840,2022-H2,4,54,1
PERF028923,EMP08840,2023-H1,5,73,0
PERF028924,EMP08840,2023-H2,5,57,0
PERF028925,EMP08840,2024-H1,4,45,0
PERF028926,EMP08840,2024-H2,5,27,0
PERF028927,EMP08841,2024-H2,5,74,0
PERF028928,EMP08842,2023-H2,4,79,0
PERF028929,EMP08842,2024-H1,3,62,0
PERF028930,EMP08842,2024-H2,3,46,0
PERF028931,EMP08843,2022-H2,5,16,0
PERF028932,EMP08843,2023-H1,5,6,0
PERF028933,EMP08843,2023-H2,5,29,1
PERF028934,EMP08843,2024-H1,5,13,0
PERF028935,EMP08844,2023-H1,3,73,0
PERF028936,EMP08844,2023-H2,4,54,0
PERF028937,EMP08844,2024-H1,4,80,0
PERF028938,EMP08844,2024-H2,4,26,0
PERF028939,EMP08845,2022-H2,4,66,0
PERF028940,EMP08845,2023-H1,5,73,0
PERF028941,EMP08845,2023-H2,4,56,1
PERF028942,EMP08845,2024-H1,4,44,0
PERF028943,EMP08845,2024-H2,3,67,0
PERF028944,EMP08846,2022-H1,4,73,0
PERF028945,EMP08846,2022-H2,4,57,0
PERF028946,EMP08846,2023-H1,4,24,0
PERF028947,EMP08846,2023-H2,4,37,1
PERF028948,EMP08846,2024-H1,4,61,0
PERF028949,EMP08846,2024-H2,4,75,0
PERF028950,EMP08847,2024-H1,1,45,0
PERF028951,EMP08847,2024-H2,1,37,0
PERF028952,EMP08848,2024-H1,2,71,0
PERF028953,EMP08848,2024-H2,3,33,0
PERF028954,EMP08849,2022-H2,2,19,0
PERF028955,EMP08849,2023-H1,2,15,0
PERF028956,EMP08849,2023-H2,2,14,0
PERF028957,EMP08850,2022-H2,2,63,0
PERF028958,EMP08850,2023-H1,2,44,0
PERF028959,EMP08850,2023-H2,4,23,0
PERF028960,EMP08850,2024-H1,3,42,0
PERF028961,EMP08850,2024-H2,3,39,0
PERF028962,EMP08851,2022-H2,2,27,0
PERF028963,EMP08851,2023-H1,2,6,0
PERF028964,EMP08851,2023-H2,2,16,0
PERF028965,EMP08851,2024-H1,2,27,0
PERF028966,EMP08852,2024-H1,5,60,0
PERF028967,EMP08852,2024-H2,5,37,0
PERF028968,EMP08853,2023-H1,2,41,0
PERF028969,EMP08853,2023-H2,2,45,0
PERF028970,EMP08853,2024-H1,2,54,0
PERF028971,EMP08853,2024-H2,1,55,0
PERF028972,EMP08854,2023-H2,5,56,0
PERF028973,EMP08854,2024-H1,3,64,0
PERF028974,EMP08854,2024-H2,4,49,0
PERF028975,EMP08855,2022-H2,4,68,1
PERF028976,EMP08855,2023-H1,4,72,0
PERF028977,EMP08855,2023-H2,3,48,0
PERF028978,EMP08855,2024-H1,5,75,0
PERF028979,EMP08855,2024-H2,4,78,0
PERF028980,EMP08856,2023-H2,2,22,0
PERF028981,EMP08857,2024-H1,1,26,0
PERF028982,EMP08857,2024-H2,1,17,0
PERF028983,EMP08858,2023-H1,2,36,0
PERF028984,EMP08858,2023-H2,2,47,0
PERF028985,EMP08858,2024-H1,4,51,0
PERF028986,EMP08858,2024-H2,2,42,0
PERF028987,EMP08859,2023-H1,3,39,0
PERF028988,EMP08859,2023-H2,3,77,0
PERF028989,EMP08859,2024-H1,3,27,0
PERF028990,EMP08859,2024-H2,3,26,0
PERF028991,EMP08860,2022-H1,3,29,0
PERF028992,EMP08860,2022-H2,2,25,0
PERF028993,EMP08860,2023-H1,3,6,0
PERF028994,EMP08860,2023-H2,4,9,0
PERF028995,EMP08860,2024-H1,4,22,0
PERF028996,EMP08861,2022-H1,3,30,0
PERF028997,EMP08861,2022-H2,2,35,0
PERF028998,EMP08861,2023-H1,3,49,0
PERF028999,EMP08861,2023-H2,3,36,0
PERF029000,EMP08861,2024-H1,3,59,0
PERF029001,EMP08861,2024-H2,4,37,0
PERF029002,EMP08862,2023-H2,5,47,0
PERF029003,EMP08862,2024-H1,5,68,0
PERF029004,EMP08862,2024-H2,5,44,0
PERF029005,EMP08863,2024-H2,4,10,0
PERF029006,EMP08864,2024-H1,3,69,0
PERF029007,EMP08864,2024-H2,2,56,0
PERF029008,EMP08865,2023-H2,3,20,0
PERF029009,EMP08865,2024-H1,4,69,0
PERF029010,EMP08865,2024-H2,3,27,0
PERF029011,EMP08866,2024-H2,2,34,0
PERF029012,EMP08867,2024-H2,3,59,0
PERF029013,EMP08868,2022-H2,3,76,0
PERF029014,EMP08868,2023-H1,4,60,0
PERF029015,EMP08868,2023-H2,4,39,0
PERF029016,EMP08868,2024-H1,4,80,0
PERF029017,EMP08868,2024-H2,3,29,0
PERF029018,EMP08869,2022-H1,5,41,0
PERF029019,EMP08869,2022-H2,5,72,0
PERF029020,EMP08869,2023-H1,5,23,0
PERF029021,EMP08869,2023-H2,5,60,0
PERF029022,EMP08869,2024-H1,5,21,0
PERF029023,EMP08869,2024-H2,5,80,0
PERF029024,EMP08870,2023-H1,4,28,0
PERF029025,EMP08870,2023-H2,4,6,0
PERF029026,EMP08870,2024-H1,3,27,0
PERF029027,EMP08870,2024-H2,4,7,0
PERF029028,EMP08871,2024-H2,1,66,0
PERF029029,EMP08872,2024-H1,5,79,0
PERF029030,EMP08872,2024-H2,5,52,0
PERF029031,EMP08873,2023-H1,2,49,0
PERF029032,EMP08873,2023-H2,3,37,0
PERF029033,EMP08873,2024-H1,3,78,0
PERF029034,EMP08873,2024-H2,3,63,0
PERF029035,EMP08874,2023-H1,3,75,0
PERF029036,EMP08874,2023-H2,3,30,0
PERF029037,EMP08874,2024-H1,4,56,0
PERF029038,EMP08874,2024-H2,5,61,0
PERF029039,EMP08875,2023-H1,3,59,0
PERF029040,EMP08875,2023-H2,4,21,1
PERF029041,EMP08875,2024-H1,5,46,0
PERF029042,EMP08875,2024-H2,5,54,1
PERF029043,EMP08876,2023-H2,3,75,0
PERF029044,EMP08876,2024-H1,3,20,0
PERF029045,EMP08876,2024-H2,3,58,0
PERF029046,EMP08877,2022-H1,5,23,0
PERF029047,EMP08877,2022-H2,5,13,1
PERF029048,EMP08877,2023-H1,5,27,0
PERF029049,EMP08877,2023-H2,5,5,0
PERF029050,EMP08878,2022-H1,2,64,0
PERF029051,EMP08878,2022-H2,1,66,0
PERF029052,EMP08878,2023-H1,1,27,0
PERF029053,EMP08878,2023-H2,1,49,0
PERF029054,EMP08878,2024-H1,1,64,0
PERF029055,EMP08878,2024-H2,1,40,0
PERF029056,EMP08879,2023-H2,3,27,0
PERF029057,EMP08879,2024-H1,3,30,0
PERF029058,EMP08879,2024-H2,3,26,0
PERF029059,EMP08880,2022-H2,1,42,0
PERF029060,EMP08880,2023-H1,1,67,0
PERF029061,EMP08880,2023-H2,1,48,0
PERF029062,EMP08880,2024-H1,2,30,0
PERF029063,EMP08880,2024-H2,1,55,0
PERF029064,EMP08881,2023-H1,3,48,0
PERF029065,EMP08881,2023-H2,4,72,1
PERF029066,EMP08881,2024-H1,5,39,0
PERF029067,EMP08881,2024-H2,4,68,0
PERF029068,EMP08882,2022-H2,5,22,0
PERF029069,EMP08882,2023-H1,5,6,0
PERF029070,EMP08883,2024-H1,1,8,0
PERF029071,EMP08883,2024-H2,1,23,0
PERF029072,EMP08884,2024-H1,2,23,0
PERF029073,EMP08884,2024-H2,2,10,0
PERF029074,EMP08885,2023-H2,3,22,0
PERF029075,EMP08885,2024-H1,2,48,0
PERF029076,EMP08885,2024-H2,4,73,0
PERF029077,EMP08886,2023-H2,3,49,0
PERF029078,EMP08886,2024-H1,2,30,0
PERF029079,EMP08886,2024-H2,3,71,0
PERF029080,EMP08887,2022-H1,3,22,0
PERF029081,EMP08887,2022-H2,3,17,0
PERF029082,EMP08887,2023-H1,2,6,0
PERF029083,EMP08887,2023-H2,1,19,0
PERF029084,EMP08887,2024-H1,2,5,0
PERF029085,EMP08887,2024-H2,2,6,0
PERF029086,EMP08888,2024-H1,5,21,0
PERF029087,EMP08888,2024-H2,5,21,0
PERF029088,EMP08889,2023-H1,3,27,0
PERF029089,EMP08889,2023-H2,3,24,0
PERF029090,EMP08889,2024-H1,4,28,0
PERF029091,EMP08890,2022-H2,5,68,1
PERF029092,EMP08890,2023-H1,5,71,0
PERF029093,EMP08890,2023-H2,5,43,1
PERF029094,EMP08890,2024-H1,5,54,0
PERF029095,EMP08890,2024-H2,5,41,0
PERF029096,EMP08891,2024-H2,4,41,0
PERF029097,EMP08892,2022-H1,2,17,0
PERF029098,EMP08892,2022-H2,3,20,0
PERF029099,EMP08893,2024-H2,4,67,0
PERF029100,EMP08894,2024-H2,1,29,0
PERF029101,EMP08895,2022-H1,4,30,0
PERF029102,EMP08895,2022-H2,3,36,0
PERF029103,EMP08895,2023-H1,3,35,0
PERF029104,EMP08895,2023-H2,3,65,0
PERF029105,EMP08895,2024-H1,3,43,0
PERF029106,EMP08895,2024-H2,3,75,0
PERF029107,EMP08896,2023-H1,2,43,0
PERF029108,EMP08896,2023-H2,4,43,0
PERF029109,EMP08896,2024-H1,2,48,0
PERF029110,EMP08896,2024-H2,3,30,0
PERF029111,EMP08897,2022-H2,4,15,0
PERF029112,EMP08897,2023-H1,5,8,0
PERF029113,EMP08897,2023-H2,4,9,0
PERF029114,EMP08897,2024-H1,5,12,0
PERF029115,EMP08897,2024-H2,5,16,0
PERF029116,EMP08898,2022-H1,4,60,0
PERF029117,EMP08898,2022-H2,4,40,1
PERF029118,EMP08898,2023-H1,4,53,0
PERF029119,EMP08898,2023-H2,4,54,0
PERF029120,EMP08898,2024-H1,4,62,0
PERF029121,EMP08898,2024-H2,4,53,0
PERF029122,EMP08899,2022-H1,4,75,0
PERF029123,EMP08899,2022-H2,4,53,0
PERF029124,EMP08899,2023-H1,4,70,0
PERF029125,EMP08899,2023-H2,4,27,0
PERF029126,EMP08899,2024-H1,4,53,0
PERF029127,EMP08899,2024-H2,5,31,0
PERF029128,EMP08900,2022-H2,4,24,0
PERF029129,EMP08900,2023-H1,4,65,0
PERF029130,EMP08900,2023-H2,4,21,0
PERF029131,EMP08900,2024-H1,5,30,0
PERF029132,EMP08900,2024-H2,4,66,0
PERF029133,EMP08901,2024-H2,3,19,0
PERF029134,EMP08902,2024-H2,2,46,0
PERF029135,EMP08903,2022-H1,2,45,0
PERF029136,EMP08903,2022-H2,2,35,0
PERF029137,EMP08903,2023-H1,1,57,0
PERF029138,EMP08903,2023-H2,2,55,0
PERF029139,EMP08903,2024-H1,2,75,0
PERF029140,EMP08903,2024-H2,3,51,0
PERF029141,EMP08904,2022-H2,4,36,0
PERF029142,EMP08904,2023-H1,3,61,0
PERF029143,EMP08904,2023-H2,4,31,0
PERF029144,EMP08904,2024-H1,4,48,0
PERF029145,EMP08904,2024-H2,5,71,0
PERF029146,EMP08905,2024-H2,5,29,0
PERF029147,EMP08906,2023-H1,5,65,0
PERF029148,EMP08906,2023-H2,5,22,1
PERF029149,EMP08906,2024-H1,4,36,0
PERF029150,EMP08906,2024-H2,5,20,1
PERF029151,EMP08907,2024-H1,3,22,0
PERF029152,EMP08908,2023-H1,4,16,0
PERF029153,EMP08909,2023-H2,5,7,0
PERF029154,EMP08909,2024-H1,4,8,0
PERF029155,EMP08909,2024-H2,4,28,0
PERF029156,EMP08910,2022-H2,5,23,0
PERF029157,EMP08910,2023-H1,5,60,0
PERF029158,EMP08910,2023-H2,4,38,0
PERF029159,EMP08910,2024-H1,4,26,0
PERF029160,EMP08910,2024-H2,5,45,0
PERF029161,EMP08911,2024-H1,4,25,0
PERF029162,EMP08911,2024-H2,4,45,0
PERF029163,EMP08912,2024-H1,2,47,0
PERF029164,EMP08912,2024-H2,3,36,0
PERF029165,EMP08913,2022-H2,3,40,0
PERF029166,EMP08913,2023-H1,3,66,0
PERF029167,EMP08913,2023-H2,3,50,0
PERF029168,EMP08913,2024-H1,4,65,0
PERF029169,EMP08913,2024-H2,3,56,0
PERF029170,EMP08914,2024-H2,5,34,0
PERF029171,EMP08915,2023-H2,2,56,0
PERF029172,EMP08915,2024-H1,3,55,0
PERF029173,EMP08915,2024-H2,3,48,0
PERF029174,EMP08916,2024-H1,5,13,0
PERF029175,EMP08916,2024-H2,5,19,0
PERF029176,EMP08917,2022-H1,5,75,0
PERF029177,EMP08917,2022-H2,4,58,0
PERF029178,EMP08917,2023-H1,4,28,0
PERF029179,EMP08917,2023-H2,3,79,0
PERF029180,EMP08917,2024-H1,3,39,0
PERF029181,EMP08917,2024-H2,5,43,1
PERF029182,EMP08918,2022-H1,4,31,0
PERF029183,EMP08918,2022-H2,4,60,0
PERF029184,EMP08918,2023-H1,3,68,0
PERF029185,EMP08918,2023-H2,4,32,0
PERF029186,EMP08918,2024-H1,4,69,0
PERF029187,EMP08918,2024-H2,4,29,0
PERF029188,EMP08919,2024-H1,4,58,0
PERF029189,EMP08919,2024-H2,4,23,0
PERF029190,EMP08920,2023-H1,5,38,0
PERF029191,EMP08920,2023-H2,5,55,0
PERF029192,EMP08920,2024-H1,5,48,0
PERF029193,EMP08920,2024-H2,4,75,0
PERF029194,EMP08921,2022-H2,4,27,0
PERF029195,EMP08921,2023-H1,4,30,0
PERF029196,EMP08921,2023-H2,5,30,0
PERF029197,EMP08921,2024-H1,4,22,0
PERF029198,EMP08921,2024-H2,4,28,0
PERF029199,EMP08922,2024-H2,3,80,0
PERF029200,EMP08923,2022-H1,3,68,0
PERF029201,EMP08923,2022-H2,3,49,0
PERF029202,EMP08923,2023-H1,3,49,0
PERF029203,EMP08923,2023-H2,3,36,0
PERF029204,EMP08923,2024-H1,2,78,0
PERF029205,EMP08923,2024-H2,3,24,0
PERF029206,EMP08924,2022-H2,5,49,0
PERF029207,EMP08924,2023-H1,5,27,0
PERF029208,EMP08924,2023-H2,5,39,0
PERF029209,EMP08924,2024-H1,5,35,0
PERF029210,EMP08924,2024-H2,4,48,0
PERF029211,EMP08925,2023-H1,5,57,0
PERF029212,EMP08925,2023-H2,5,74,0
PERF029213,EMP08925,2024-H1,5,38,0
PERF029214,EMP08925,2024-H2,4,35,1
PERF029215,EMP08926,2022-H1,5,16,0
PERF029216,EMP08926,2022-H2,5,26,0
PERF029217,EMP08926,2023-H1,5,19,0
PERF029218,EMP08926,2023-H2,4,23,0
PERF029219,EMP08926,2024-H1,5,10,0
PERF029220,EMP08926,2024-H2,5,10,0
PERF029221,EMP08927,2022-H1,5,20,0
PERF029222,EMP08927,2022-H2,5,75,0
PERF029223,EMP08927,2023-H1,5,28,0
PERF029224,EMP08927,2023-H2,5,38,1
PERF029225,EMP08927,2024-H1,5,23,0
PERF029226,EMP08927,2024-H2,5,52,0
PERF029227,EMP08928,2024-H2,4,59,0
PERF029228,EMP08929,2023-H2,3,31,0
PERF029229,EMP08929,2024-H1,3,78,0
PERF029230,EMP08929,2024-H2,5,28,0
PERF029231,EMP08930,2024-H1,2,27,0
PERF029232,EMP08930,2024-H2,2,44,0
PERF029233,EMP08931,2023-H2,2,26,0
PERF029234,EMP08931,2024-H1,3,20,0
PERF029235,EMP08932,2023-H1,3,10,0
PERF029236,EMP08932,2023-H2,2,9,0
PERF029237,EMP08932,2024-H1,3,14,0
PERF029238,EMP08932,2024-H2,2,26,0
PERF029239,EMP08933,2023-H2,4,46,0
PERF029240,EMP08933,2024-H1,3,28,0
PERF029241,EMP08933,2024-H2,4,42,0
PERF029242,EMP08934,2024-H1,4,63,0
PERF029243,EMP08934,2024-H2,4,60,0
PERF029244,EMP08935,2022-H2,3,74,0
PERF029245,EMP08935,2023-H1,3,79,0
PERF029246,EMP08935,2023-H2,4,21,1
PERF029247,EMP08935,2024-H1,4,31,0
PERF029248,EMP08935,2024-H2,4,76,0
PERF029249,EMP08936,2023-H1,4,51,0
PERF029250,EMP08936,2023-H2,4,31,0
PERF029251,EMP08936,2024-H1,3,79,0
PERF029252,EMP08936,2024-H2,4,77,0
PERF029253,EMP08937,2022-H1,2,27,0
PERF029254,EMP08937,2022-H2,2,10,0
PERF029255,EMP08937,2023-H1,2,12,0
PERF029256,EMP08937,2023-H2,1,27,0
PERF029257,EMP08937,2024-H1,2,6,0
PERF029258,EMP08937,2024-H2,2,15,0
PERF029259,EMP08938,2023-H1,3,60,0
PERF029260,EMP08938,2023-H2,3,54,0
PERF029261,EMP08938,2024-H1,3,34,0
PERF029262,EMP08938,2024-H2,3,73,0
PERF029263,EMP08939,2024-H1,2,54,0
PERF029264,EMP08939,2024-H2,3,27,0
PERF029265,EMP08940,2024-H2,3,53,0
PERF029266,EMP08941,2024-H2,3,18,0
PERF029267,EMP08942,2024-H2,4,19,0
PERF029268,EMP08943,2024-H2,3,23,0
PERF029269,EMP08944,2022-H1,5,64,0
PERF029270,EMP08944,2022-H2,5,39,0
PERF029271,EMP08944,2023-H1,5,59,0
PERF029272,EMP08944,2023-H2,5,76,0
PERF029273,EMP08944,2024-H1,4,65,0
PERF029274,EMP08944,2024-H2,5,24,1
PERF029275,EMP08945,2023-H2,3,68,0
PERF029276,EMP08945,2024-H1,4,80,0
PERF029277,EMP08945,2024-H2,4,79,0
PERF029278,EMP08946,2024-H1,1,77,0
PERF029279,EMP08946,2024-H2,2,36,0
PERF029280,EMP08947,2024-H2,4,80,0
PERF029281,EMP08948,2022-H2,3,55,0
PERF029282,EMP08948,2023-H1,3,66,0
PERF029283,EMP08948,2023-H2,3,20,0
PERF029284,EMP08948,2024-H1,3,34,0
PERF029285,EMP08948,2024-H2,2,51,0
PERF029286,EMP08949,2024-H2,2,79,0
PERF029287,EMP08950,2024-H1,5,59,0
PERF029288,EMP08950,2024-H2,5,35,0
PERF029289,EMP08951,2023-H1,3,65,0
PERF029290,EMP08951,2023-H2,3,39,0
PERF029291,EMP08951,2024-H1,3,72,0
PERF029292,EMP08951,2024-H2,3,70,0
PERF029293,EMP08952,2024-H1,3,24,0
PERF029294,EMP08952,2024-H2,4,13,0
PERF029295,EMP08953,2022-H1,2,25,0
PERF029296,EMP08953,2022-H2,3,28,0
PERF029297,EMP08953,2023-H1,3,5,0
PERF029298,EMP08953,2023-H2,3,17,0
PERF029299,EMP08953,2024-H1,2,13,0
PERF029300,EMP08954,2022-H2,5,20,0
PERF029301,EMP08954,2023-H1,4,13,0
PERF029302,EMP08954,2023-H2,5,30,1
PERF029303,EMP08954,2024-H1,5,8,0
PERF029304,EMP08955,2024-H1,3,20,0
PERF029305,EMP08955,2024-H2,3,7,0
PERF029306,EMP08956,2023-H1,4,27,0
PERF029307,EMP08956,2023-H2,4,46,0
PERF029308,EMP08956,2024-H1,2,60,0
PERF029309,EMP08956,2024-H2,3,47,0
PERF029310,EMP08957,2023-H1,3,16,0
PERF029311,EMP08957,2023-H2,5,28,0
PERF029312,EMP08958,2022-H2,2,44,0
PERF029313,EMP08958,2023-H1,2,26,0
PERF029314,EMP08958,2023-H2,3,60,0
PERF029315,EMP08958,2024-H1,2,24,0
PERF029316,EMP08958,2024-H2,1,60,0
PERF029317,EMP08959,2023-H2,2,7,0
PERF029318,EMP08959,2024-H1,3,27,0
PERF029319,EMP08959,2024-H2,3,23,0
PERF029320,EMP08960,2023-H2,2,28,0
PERF029321,EMP08960,2024-H1,2,40,0
PERF029322,EMP08960,2024-H2,2,72,0
PERF029323,EMP08961,2023-H2,5,39,0
PERF029324,EMP08961,2024-H1,5,53,0
PERF029325,EMP08961,2024-H2,5,39,1
PERF029326,EMP08962,2023-H1,5,74,0
PERF029327,EMP08962,2023-H2,5,53,0
PERF029328,EMP08962,2024-H1,4,27,0
PERF029329,EMP08962,2024-H2,4,79,1
PERF029330,EMP08963,2022-H2,3,39,0
PERF029331,EMP08963,2023-H1,4,39,0
PERF029332,EMP08963,2023-H2,2,35,0
PERF029333,EMP08963,2024-H1,4,68,0
PERF029334,EMP08963,2024-H2,3,69,0
PERF029335,EMP08964,2022-H1,5,71,0
PERF029336,EMP08964,2022-H2,5,29,0
PERF029337,EMP08964,2023-H1,5,37,0
PERF029338,EMP08964,2023-H2,5,75,0
PERF029339,EMP08964,2024-H1,4,69,0
PERF029340,EMP08964,2024-H2,5,59,1
PERF029341,EMP08965,2024-H2,1,9,0
PERF029342,EMP08966,2022-H2,4,21,0
PERF029343,EMP08966,2023-H1,3,12,0
PERF029344,EMP08967,2022-H2,4,76,0
PERF029345,EMP08967,2023-H1,2,48,0
PERF029346,EMP08967,2023-H2,3,68,0
PERF029347,EMP08967,2024-H1,3,43,0
PERF029348,EMP08967,2024-H2,3,54,0
PERF029349,EMP08968,2022-H1,5,73,0
PERF029350,EMP08968,2022-H2,4,55,0
PERF029351,EMP08968,2023-H1,3,35,0
PERF029352,EMP08968,2023-H2,4,24,0
PERF029353,EMP08968,2024-H1,4,77,0
PERF029354,EMP08968,2024-H2,4,72,0
PERF029355,EMP08969,2022-H1,4,47,0
PERF029356,EMP08969,2022-H2,4,72,1
PERF029357,EMP08969,2023-H1,2,59,0
PERF029358,EMP08969,2023-H2,3,76,0
PERF029359,EMP08969,2024-H1,4,47,0
PERF029360,EMP08969,2024-H2,4,79,0
PERF029361,EMP08970,2022-H1,4,13,0
PERF029362,EMP08970,2022-H2,4,25,0
PERF029363,EMP08970,2023-H1,4,29,0
PERF029364,EMP08970,2023-H2,4,6,0
PERF029365,EMP08970,2024-H1,4,14,0
PERF029366,EMP08971,2022-H1,3,29,0
PERF029367,EMP08971,2022-H2,4,76,0
PERF029368,EMP08971,2023-H1,4,50,0
PERF029369,EMP08971,2023-H2,2,47,0
PERF029370,EMP08971,2024-H1,4,54,0
PERF029371,EMP08971,2024-H2,3,69,0
PERF029372,EMP08972,2023-H1,4,28,0
PERF029373,EMP08972,2023-H2,5,6,0
PERF029374,EMP08972,2024-H1,4,22,0
PERF029375,EMP08972,2024-H2,4,17,0
PERF029376,EMP08973,2023-H2,5,55,0
PERF029377,EMP08973,2024-H1,4,63,0
PERF029378,EMP08973,2024-H2,5,71,0
PERF029379,EMP08974,2024-H2,4,59,1
PERF029380,EMP08975,2022-H1,2,6,0
PERF029381,EMP08975,2022-H2,3,28,0
PERF029382,EMP08975,2023-H1,1,21,0
PERF029383,EMP08975,2023-H2,2,18,0
PERF029384,EMP08976,2022-H2,4,67,0
PERF029385,EMP08976,2023-H1,5,61,0
PERF029386,EMP08976,2023-H2,5,53,0
PERF029387,EMP08976,2024-H1,5,47,0
PERF029388,EMP08976,2024-H2,5,37,1
PERF029389,EMP08977,2024-H1,2,29,0
PERF029390,EMP08977,2024-H2,3,30,0
PERF029391,EMP08978,2022-H1,5,21,0
PERF029392,EMP08978,2022-H2,4,54,0
PERF029393,EMP08978,2023-H1,4,47,0
PERF029394,EMP08978,2023-H2,4,50,1
PERF029395,EMP08978,2024-H1,3,40,0
PERF029396,EMP08978,2024-H2,4,53,0
PERF029397,EMP08979,2024-H2,3,24,0
PERF029398,EMP08980,2023-H1,4,4,0
PERF029399,EMP08980,2023-H2,3,14,0
PERF029400,EMP08981,2024-H2,5,31,0
PERF029401,EMP08982,2024-H1,5,27,0
PERF029402,EMP08982,2024-H2,5,46,0
PERF029403,EMP08983,2023-H1,1,59,0
PERF029404,EMP08983,2023-H2,2,30,0
PERF029405,EMP08983,2024-H1,2,76,0
PERF029406,EMP08983,2024-H2,3,56,0
PERF029407,EMP08984,2024-H1,5,64,0
PERF029408,EMP08984,2024-H2,5,55,0
PERF029409,EMP08985,2022-H1,2,44,0
PERF029410,EMP08985,2022-H2,2,34,0
PERF029411,EMP08985,2023-H1,2,44,0
PERF029412,EMP08985,2023-H2,1,78,0
PERF029413,EMP08985,2024-H1,2,69,0
PERF029414,EMP08985,2024-H2,2,78,0
PERF029415,EMP08986,2023-H1,3,38,0
PERF029416,EMP08986,2023-H2,2,41,0
PERF029417,EMP08986,2024-H1,4,62,0
PERF029418,EMP08986,2024-H2,4,46,0
PERF029419,EMP08987,2024-H1,3,30,0
PERF029420,EMP08987,2024-H2,4,28,0
PERF029421,EMP08988,2022-H1,3,29,0
PERF029422,EMP08988,2022-H2,4,60,0
PERF029423,EMP08988,2023-H1,3,58,0
PERF029424,EMP08988,2023-H2,3,72,0
PERF029425,EMP08988,2024-H1,3,37,0
PERF029426,EMP08988,2024-H2,2,58,0
PERF029427,EMP08989,2023-H2,3,45,0
PERF029428,EMP08989,2024-H1,2,49,0
PERF029429,EMP08989,2024-H2,4,23,0
PERF029430,EMP08990,2022-H1,3,48,0
PERF029431,EMP08990,2022-H2,4,73,0
PERF029432,EMP08990,2023-H1,3,80,0
PERF029433,EMP08990,2023-H2,3,58,0
PERF029434,EMP08990,2024-H1,3,47,0
PERF029435,EMP08990,2024-H2,4,74,0
PERF029436,EMP08991,2023-H2,4,62,1
PERF029437,EMP08991,2024-H1,4,54,0
PERF029438,EMP08991,2024-H2,3,56,0
PERF029439,EMP08992,2023-H2,3,6,0
PERF029440,EMP08992,2024-H1,1,23,0
PERF029441,EMP08992,2024-H2,2,7,0
PERF029442,EMP08993,2023-H2,5,79,0
PERF029443,EMP08993,2024-H1,5,52,0
PERF029444,EMP08993,2024-H2,4,68,0
PERF029445,EMP08994,2024-H2,4,50,0
PERF029446,EMP08995,2024-H2,3,5,0
PERF029447,EMP08996,2024-H2,2,45,0
PERF029448,EMP08997,2023-H2,4,60,0
PERF029449,EMP08997,2024-H1,2,52,0
PERF029450,EMP08997,2024-H2,3,23,0
PERF029451,EMP08998,2024-H2,4,41,0
PERF029452,EMP08999,2024-H1,5,10,0
PERF029453,EMP08999,2024-H2,4,23,0
PERF029454,EMP09000,2024-H2,3,9,0
PERF029455,EMP09001,2023-H2,3,67,0
PERF029456,EMP09001,2024-H1,4,40,0
PERF029457,EMP09001,2024-H2,2,58,0
PERF029458,EMP09002,2024-H2,3,71,0
PERF029459,EMP09003,2024-H1,4,59,0
PERF029460,EMP09003,2024-H2,4,29,0
PERF029461,EMP09004,2024-H2,4,73,0
PERF029462,EMP09005,2024-H2,4,68,0
PERF029463,EMP09006,2023-H2,5,70,0
PERF029464,EMP09006,2024-H1,4,46,0
PERF029465,EMP09006,2024-H2,3,25,0
PERF029466,EMP09007,2023-H1,3,56,0
PERF029467,EMP09007,2023-H2,2,70,0
PERF029468,EMP09007,2024-H1,4,51,0
PERF029469,EMP09007,2024-H2,3,61,0
PERF029470,EMP09008,2023-H1,3,40,0
PERF029471,EMP09008,2023-H2,5,50,0
PERF029472,EMP09008,2024-H1,4,29,0
PERF029473,EMP09008,2024-H2,4,63,1
PERF029474,EMP09009,2023-H1,2,52,0
PERF029475,EMP09009,2023-H2,3,52,0
PERF029476,EMP09009,2024-H1,3,41,0
PERF029477,EMP09009,2024-H2,3,48,0
PERF029478,EMP09010,2024-H1,3,9,0
PERF029479,EMP09011,2022-H2,4,46,0
PERF029480,EMP09011,2023-H1,5,36,0
PERF029481,EMP09011,2023-H2,4,36,0
PERF029482,EMP09011,2024-H1,3,47,0
PERF029483,EMP09011,2024-H2,4,55,1
PERF029484,EMP09012,2022-H2,1,73,0
PERF029485,EMP09012,2023-H1,2,77,0
PERF029486,EMP09012,2023-H2,2,66,0
PERF029487,EMP09012,2024-H1,2,54,0
PERF029488,EMP09012,2024-H2,2,31,0
PERF029489,EMP09013,2024-H2,2,39,0
PERF029490,EMP09014,2023-H2,4,80,0
PERF029491,EMP09014,2024-H1,5,53,0
PERF029492,EMP09014,2024-H2,4,37,0
PERF029493,EMP09015,2022-H2,4,30,0
PERF029494,EMP09015,2023-H1,3,15,0
PERF029495,EMP09015,2023-H2,4,17,0
PERF029496,EMP09016,2022-H1,5,28,0
PERF029497,EMP09016,2022-H2,5,73,1
PERF029498,EMP09016,2023-H1,5,29,0
PERF029499,EMP09016,2023-H2,5,43,0
PERF029500,EMP09016,2024-H1,4,56,0
PERF029501,EMP09016,2024-H2,4,49,0
PERF029502,EMP09017,2022-H1,5,70,0
