attrition_id,employee_id,exit_date,attrition_reason,tenure_months,exit_interview_score
ATT01331,EMP06270,2024-08-12,Better Salary,28,5.7
ATT01332,EMP06273,2023-02-27,Higher Education,9,6.4
ATT01333,EMP06280,2024-12-05,Career Growth,4,4.5
ATT01334,EMP06283,2024-12-22,Health Reasons,32,7.8
ATT01335,EMP06286,2024-10-23,Career Growth,25,7.2
ATT01336,EMP06289,2024-09-11,Better Salary,28,7.4
ATT01337,EMP06292,2024-04-13,Career Growth,19,7.4
ATT01338,EMP06295,2023-06-23,Personal Reasons,7,5
ATT01339,EMP06297,2024-09-21,Work-Life Balance,29,7.4
ATT01340,EMP06298,2024-10-30,Higher Education,18,3.3
ATT01341,EMP06299,2024-02-08,Better Salary,17,2.7
ATT01342,EMP06304,2024-03-03,Manager Issues,14,2.5
ATT01343,EMP06309,2024-10-31,Personal Reasons,12,2.4
ATT01344,EMP06312,2024-11-11,Higher Education,23,8.3
ATT01345,EMP06323,2024-07-16,Health Reasons,6,3.3
ATT01346,EMP06328,2024-12-30,Better Salary,4,3.7
ATT01347,EMP06331,2024-07-26,Health Reasons,18,2.4
ATT01348,EMP06332,2024-11-04,Work-Life Balance,22,7.1
ATT01349,EMP06333,2023-03-26,Career Growth,13,5.4
ATT01350,EMP06343,2023-12-22,Health Reasons,6,6.9
ATT01351,EMP06346,2024-11-04,Better Salary,8,3.6
ATT01352,EMP06353,2024-09-15,Better Salary,3,3.6
ATT01353,EMP06355,2024-10-02,Personal Reasons,8,3.7
ATT01354,EMP06361,2024-05-30,Career Growth,4,8.1
ATT01355,EMP06373,2024-12-07,Relocation,5,7.8
ATT01356,EMP06385,2024-01-21,Better Salary,11,3.4
ATT01357,EMP06389,2024-08-02,Manager Issues,4,6.4
ATT01358,EMP06396,2024-06-26,Better Salary,4,5.5
ATT01359,EMP06398,2024-12-17,Health Reasons,34,8.4
ATT01360,EMP06402,2024-11-04,Higher Education,30,3.5
ATT01361,EMP06408,2024-06-25,Work-Life Balance,11,5.2
ATT01362,EMP06413,2024-03-31,Better Salary,11,4.3
ATT01363,EMP06422,2023-02-24,Personal Reasons,13,4.3
ATT01364,EMP06423,2024-03-06,Health Reasons,17,2.6
ATT01365,EMP06424,2024-12-24,Career Growth,3,2.6
ATT01366,EMP06429,2023-08-02,Relocation,12,3.7
ATT01367,EMP06436,2024-12-18,Better Salary,4,3.2
ATT01368,EMP06440,2024-09-04,Better Salary,27,7.3
ATT01369,EMP06445,2023-12-29,Personal Reasons,15,3.7
ATT01370,EMP06451,2024-07-28,Health Reasons,5,5
ATT01371,EMP06454,2024-11-25,Work-Life Balance,15,4.5
ATT01372,EMP06459,2023-03-10,Manager Issues,7,7.9
ATT01373,EMP06462,2024-10-16,Better Salary,21,7.4
ATT01374,EMP06465,2024-06-26,Personal Reasons,28,4.5
ATT01375,EMP06467,2024-01-06,Career Growth,3,2.8
ATT01376,EMP06468,2024-04-24,Work-Life Balance,24,3.4
ATT01377,EMP06469,2022-11-27,Better Salary,3,7.8
ATT01378,EMP06476,2024-04-27,Career Growth,17,4.4
ATT01379,EMP06478,2024-12-24,Work-Life Balance,3,6.9
ATT01380,EMP06486,2024-12-06,Higher Education,29,7.7
ATT01381,EMP06490,2023-09-04,Health Reasons,11,7.2
ATT01382,EMP06492,2024-06-05,Manager Issues,13,6
ATT01383,EMP06505,2023-07-05,Better Salary,12,6.2
ATT01384,EMP06508,2024-12-28,Better Salary,3,7.8
ATT01385,EMP06519,2024-12-09,Better Salary,3,7.9
ATT01386,EMP06520,2024-09-14,Manager Issues,21,3.6
ATT01387,EMP06524,2024-12-24,Health Reasons,5,4.6
ATT01388,EMP06525,2024-07-01,Higher Education,26,2.1
ATT01389,EMP06527,2023-09-27,Personal Reasons,12,6.6
ATT01390,EMP06528,2024-08-07,Work-Life Balance,4,3.9
ATT01391,EMP06531,2024-07-25,Better Salary,26,5.3
ATT01392,EMP06536,2024-11-17,Better Salary,16,7.4
ATT01393,EMP06544,2024-11-16,Better Salary,22,5.4
ATT01394,EMP06550,2024-10-22,Better Salary,3,3.8
ATT01395,EMP06555,2023-01-12,Manager Issues,5,4.2
ATT01396,EMP06559,2023-12-04,Relocation,7,8.4
ATT01397,EMP06561,2023-10-25,Better Salary,18,6
ATT01398,EMP06562,2024-04-12,Personal Reasons,12,4
ATT01399,EMP06563,2024-11-23,Better Salary,4,8
ATT01400,EMP06574,2024-12-22,Relocation,10,2.6
ATT01401,EMP06581,2024-05-03,Manager Issues,17,4.9
ATT01402,EMP06584,2023-12-02,Higher Education,9,7
ATT01403,EMP06585,2024-12-03,Better Salary,4,2.4
ATT01404,EMP06587,2024-10-03,Personal Reasons,7,4.6
ATT01405,EMP06589,2024-02-24,Personal Reasons,23,5.9
ATT01406,EMP06592,2024-12-30,Work-Life Balance,22,8
ATT01407,EMP06596,2024-05-06,Better Salary,6,8.3
ATT01408,EMP06601,2023-06-28,Better Salary,13,6.5
ATT01409,EMP06606,2024-11-12,Better Salary,9,7.2
ATT01410,EMP06609,2023-12-02,Career Growth,10,5.3
ATT01411,EMP06610,2024-10-26,Manager Issues,4,2.5
ATT01412,EMP06618,2024-05-31,Better Salary,17,4.4
ATT01413,EMP06619,2024-08-06,Personal Reasons,12,7.2
ATT01414,EMP06621,2022-06-27,Work-Life Balance,4,3.1
ATT01415,EMP06622,2024-10-23,Work-Life Balance,5,5.9
ATT01416,EMP06626,2023-03-17,Career Growth,8,3.2
ATT01417,EMP06631,2023-04-06,Career Growth,4,5.6
ATT01418,EMP06636,2023-05-04,Better Salary,7,3.9
ATT01419,EMP06637,2023-11-15,Better Salary,3,6.5
ATT01420,EMP06646,2024-06-16,Career Growth,5,7.2
ATT01421,EMP06649,2024-08-27,Career Growth,6,4.1
ATT01422,EMP06671,2024-08-24,Health Reasons,10,6.3
ATT01423,EMP06674,2024-04-04,Better Salary,7,5.2
ATT01424,EMP06678,2024-05-25,Manager Issues,13,7.7
ATT01425,EMP06679,2023-03-05,Better Salary,8,5.3
ATT01426,EMP06696,2023-03-30,Manager Issues,5,4.8
ATT01427,EMP06699,2024-06-13,Career Growth,7,4.6
ATT01428,EMP06703,2024-12-15,Health Reasons,3,2.8
ATT01429,EMP06704,2023-12-18,Relocation,12,7
ATT01430,EMP06706,2024-12-30,Better Salary,3,3.1
ATT01431,EMP06711,2024-05-31,Higher Education,16,4.1
ATT01432,EMP06715,2024-10-04,Personal Reasons,14,6.3
ATT01433,EMP06718,2023-03-19,Manager Issues,13,3.3
ATT01434,EMP06732,2023-09-17,Career Growth,5,8
ATT01435,EMP06735,2024-06-17,Better Salary,3,7.6
ATT01436,EMP06736,2023-06-15,Career Growth,14,5.2
ATT01437,EMP06741,2024-11-24,Higher Education,3,7.8
ATT01438,EMP06743,2024-07-31,Higher Education,15,3.2
ATT01439,EMP06745,2024-11-27,Better Salary,4,3.1
ATT01440,EMP06753,2024-06-17,Career Growth,5,3.9
ATT01441,EMP06755,2024-05-19,Relocation,3,5.1
ATT01442,EMP06774,2023-11-30,Better Salary,20,2.2
ATT01443,EMP06777,2024-03-19,Manager Issues,25,4.1
ATT01444,EMP06781,2023-04-23,Personal Reasons,14,7.2
ATT01445,EMP06788,2024-10-18,Career Growth,9,6.2
ATT01446,EMP06792,2024-12-10,Better Salary,8,5.6
ATT01447,EMP06799,2024-12-04,Career Growth,13,6
ATT01448,EMP06801,2024-03-04,Career Growth,15,2.7
ATT01449,EMP06809,2024-11-06,Career Growth,13,2
ATT01450,EMP06814,2024-08-14,Career Growth,24,5.1
ATT01451,EMP06817,2023-11-03,Better Salary,15,5.2
ATT01452,EMP06820,2024-09-20,Better Salary,16,8.1
ATT01453,EMP06836,2024-10-17,Career Growth,12,7.1
ATT01454,EMP06845,2024-10-15,Better Salary,11,7.8
ATT01455,EMP06849,2024-01-14,Work-Life Balance,18,4.8
ATT01456,EMP06852,2023-05-23,Career Growth,8,3.8
ATT01457,EMP06853,2024-01-07,Manager Issues,22,4.8
ATT01458,EMP06856,2024-08-02,Career Growth,5,4.8
ATT01459,EMP06864,2023-08-27,Health Reasons,8,2.1
ATT01460,EMP06875,2023-07-17,Career Growth,7,6.1
ATT01461,EMP06882,2024-04-17,Manager Issues,9,7.3
ATT01462,EMP06894,2024-10-21,Higher Education,6,3.4
ATT01463,EMP06897,2024-09-07,Career Growth,7,3.8
ATT01464,EMP06907,2024-12-08,Relocation,7,4.1
ATT01465,EMP06908,2024-11-27,Health Reasons,8,8
ATT01466,EMP06909,2024-12-11,Higher Education,3,4.4
ATT01467,EMP06913,2024-06-25,Better Salary,4,4.4
ATT01468,EMP06914,2024-06-04,Career Growth,5,4.3
ATT01469,EMP06923,2023-06-01,Relocation,14,2.5
ATT01470,EMP06927,2024-10-02,Relocation,13,6.5
ATT01471,EMP06931,2024-09-18,Better Salary,32,7.6
ATT01472,EMP06934,2024-04-13,Relocation,8,5.3
ATT01473,EMP06939,2024-09-16,Better Salary,13,2.7
ATT01474,EMP06945,2023-04-18,Health Reasons,12,5.9
ATT01475,EMP06946,2024-07-19,Relocation,8,2.6
ATT01476,EMP06955,2024-12-03,Career Growth,15,4.3
ATT01477,EMP06959,2022-07-24,Relocation,4,8.1
ATT01478,EMP06961,2024-11-17,Health Reasons,14,6.8
ATT01479,EMP06964,2024-06-26,Better Salary,9,7.7
ATT01480,EMP06967,2023-08-15,Personal Reasons,18,3.4
ATT01481,EMP06969,2023-12-29,Work-Life Balance,9,5.1
ATT01482,EMP06975,2024-10-11,Relocation,6,4.8
ATT01483,EMP06976,2024-04-09,Personal Reasons,22,7.4
ATT01484,EMP06980,2024-01-08,Better Salary,8,7.9
ATT01485,EMP06984,2022-07-30,Health Reasons,3,6
ATT01486,EMP06992,2023-10-03,Manager Issues,18,2.9
ATT01487,EMP06997,2024-12-16,Career Growth,6,6.5
ATT01488,EMP06998,2023-03-31,Career Growth,4,2.5
ATT01489,EMP07002,2024-12-01,Career Growth,3,5.2
ATT01490,EMP07004,2023-07-25,Manager Issues,16,6.4
ATT01491,EMP07007,2024-02-27,Higher Education,9,5.3
ATT01492,EMP07008,2024-10-31,Work-Life Balance,9,4
ATT01493,EMP07010,2022-06-06,Career Growth,4,8.2
ATT01494,EMP07014,2023-10-27,Career Growth,3,8.3
ATT01495,EMP07016,2024-10-04,Work-Life Balance,4,3.4
ATT01496,EMP07026,2023-04-03,Better Salary,9,4.6
ATT01497,EMP07034,2022-10-04,Career Growth,5,8.2
ATT01498,EMP07042,2023-08-21,Better Salary,18,5.2
ATT01499,EMP07046,2024-03-27,Personal Reasons,24,2.4
ATT01500,EMP07049,2023-04-03,Work-Life Balance,8,2
ATT01501,EMP07058,2023-10-14,Manager Issues,3,6.7
ATT01502,EMP07062,2024-12-27,Higher Education,3,8.2
ATT01503,EMP07065,2024-02-07,Better Salary,24,3.4
ATT01504,EMP07072,2023-04-03,Health Reasons,10,5.1
ATT01505,EMP07073,2024-09-16,Better Salary,23,8.1
ATT01506,EMP07075,2024-10-29,Career Growth,8,3.6
ATT01507,EMP07079,2024-07-07,Better Salary,17,5.2
ATT01508,EMP07081,2023-08-01,Relocation,15,5
ATT01509,EMP07083,2024-10-02,Better Salary,6,6.3
ATT01510,EMP07084,2024-10-31,Career Growth,13,6.8
ATT01511,EMP07087,2024-10-06,Health Reasons,18,5.6
ATT01512,EMP07097,2024-09-19,Relocation,19,6.2
ATT01513,EMP07105,2024-06-12,Work-Life Balance,21,5.1
ATT01514,EMP07106,2024-05-26,Career Growth,13,3.6
ATT01515,EMP07110,2024-09-18,Better Salary,22,7.4
ATT01516,EMP07118,2024-01-09,Better Salary,7,6.7
ATT01517,EMP07122,2024-05-28,Career Growth,24,5.4
ATT01518,EMP07123,2024-10-07,Career Growth,3,4.3
ATT01519,EMP07127,2024-09-05,Personal Reasons,17,8.5
ATT01520,EMP07128,2024-12-12,Manager Issues,4,4.6
ATT01521,EMP07130,2024-12-19,Higher Education,34,3.9
ATT01522,EMP07131,2024-12-18,Relocation,5,3.8
ATT01523,EMP07133,2023-10-11,Work-Life Balance,8,6.6
ATT01524,EMP07137,2024-11-01,Career Growth,19,5
ATT01525,EMP07141,2024-07-31,Relocation,18,5.5
ATT01526,EMP07148,2024-09-12,Health Reasons,24,8
ATT01527,EMP07155,2024-10-14,Manager Issues,20,8.5
ATT01528,EMP07157,2024-03-31,Career Growth,27,5.5
ATT01529,EMP07162,2024-06-19,Career Growth,4,2.7
ATT01530,EMP07168,2023-04-23,Better Salary,4,7.5
ATT01531,EMP07170,2024-05-21,Work-Life Balance,17,7.3
ATT01532,EMP07175,2024-01-12,Work-Life Balance,22,3
ATT01533,EMP07176,2024-12-30,Better Salary,7,4.2
ATT01534,EMP07178,2023-12-22,Higher Education,15,5
ATT01535,EMP07179,2024-12-03,Career Growth,26,6.6
ATT01536,EMP07183,2023-06-20,Higher Education,3,5.3
ATT01537,EMP07186,2024-09-18,Career Growth,7,7.6
ATT01538,EMP07191,2023-11-11,Personal Reasons,14,5.1
ATT01539,EMP07194,2024-09-22,Work-Life Balance,24,8.4
ATT01540,EMP07199,2024-01-30,Career Growth,23,5.3
ATT01541,EMP07201,2024-08-12,Work-Life Balance,8,3.1
ATT01542,EMP07209,2024-01-02,Better Salary,19,4.9
ATT01543,EMP07214,2024-09-29,Career Growth,4,3
ATT01544,EMP07231,2024-04-03,Career Growth,5,3.8
ATT01545,EMP07233,2024-10-05,Higher Education,9,5
ATT01546,EMP07235,2024-07-27,Personal Reasons,6,6
ATT01547,EMP07241,2024-05-16,Better Salary,7,3.1
ATT01548,EMP07247,2023-10-11,Personal Reasons,11,5.2
ATT01549,EMP07251,2024-07-31,Relocation,28,4.5
ATT01550,EMP07259,2023-05-01,Work-Life Balance,4,6
ATT01551,EMP07271,2024-10-23,Career Growth,3,7.3
ATT01552,EMP07284,2024-09-14,Career Growth,28,6.2
ATT01553,EMP07292,2023-10-12,Better Salary,14,4.2
ATT01554,EMP07296,2023-11-30,Work-Life Balance,12,2.5
ATT01555,EMP07298,2024-12-26,Work-Life Balance,10,2.6
ATT01556,EMP07303,2024-04-10,Better Salary,13,5.7
ATT01557,EMP07307,2024-01-19,Better Salary,14,5.6
ATT01558,EMP07310,2024-02-11,Better Salary,6,6.1
ATT01559,EMP07312,2024-09-10,Career Growth,10,6.5
ATT01560,EMP07314,2023-10-25,Better Salary,20,7
ATT01561,EMP07323,2023-07-08,Higher Education,7,7.7
ATT01562,EMP07326,2022-06-21,Better Salary,4,5.5
ATT01563,EMP07335,2024-12-22,Better Salary,6,6.1
ATT01564,EMP07338,2023-12-20,Career Growth,3,8.1
ATT01565,EMP07343,2023-08-30,Work-Life Balance,7,3.4
ATT01566,EMP07352,2024-10-23,Health Reasons,12,7
ATT01567,EMP07353,2024-04-19,Better Salary,17,7.2
ATT01568,EMP07355,2024-10-21,Higher Education,16,3
ATT01569,EMP07356,2023-09-09,Personal Reasons,9,3.1
ATT01570,EMP07361,2023-07-06,Career Growth,6,3.7
ATT01571,EMP07363,2024-11-22,Career Growth,16,7.3
ATT01572,EMP07364,2024-10-03,Work-Life Balance,13,3.2
ATT01573,EMP07386,2023-09-16,Work-Life Balance,5,6.7
ATT01574,EMP07393,2024-11-12,Better Salary,8,4.7
ATT01575,EMP07394,2024-05-17,Personal Reasons,3,6.2
ATT01576,EMP07402,2024-12-27,Manager Issues,6,8.2
ATT01577,EMP07403,2023-12-13,Better Salary,11,4.3
ATT01578,EMP07412,2024-08-09,Health Reasons,8,7.9
ATT01579,EMP07433,2024-04-16,Better Salary,16,4.6
ATT01580,EMP07435,2023-02-05,Higher Education,12,5.9
ATT01581,EMP07439,2023-07-30,Work-Life Balance,16,6.8
ATT01582,EMP07452,2023-02-28,Relocation,7,4.9
ATT01583,EMP07453,2022-10-24,Personal Reasons,4,7
ATT01584,EMP07457,2024-08-15,Better Salary,10,6
ATT01585,EMP07464,2023-06-24,Higher Education,7,6.8
ATT01586,EMP07467,2024-12-04,Career Growth,24,4.9
ATT01587,EMP07473,2024-08-30,Better Salary,19,2.9
ATT01588,EMP07475,2024-01-25,Career Growth,10,6.9
ATT01589,EMP07483,2023-06-24,Work-Life Balance,13,6.8
ATT01590,EMP07486,2023-08-18,Career Growth,13,5.6
ATT01591,EMP07487,2024-11-27,Career Growth,21,5.1
ATT01592,EMP07495,2023-12-22,Manager Issues,11,3
ATT01593,EMP07509,2024-10-20,Higher Education,20,3.6
ATT01594,EMP07514,2023-12-14,Personal Reasons,8,3.6
ATT01595,EMP07520,2024-10-02,Work-Life Balance,5,6.5
ATT01596,EMP07522,2023-05-18,Better Salary,8,3.7
ATT01597,EMP07524,2022-12-28,Career Growth,11,6.3
ATT01598,EMP07526,2024-02-16,Personal Reasons,21,6
ATT01599,EMP07528,2024-02-06,Better Salary,5,7.6
ATT01600,EMP07535,2024-10-22,Health Reasons,26,7
ATT01601,EMP07546,2024-10-15,Relocation,19,4.7
ATT01602,EMP07549,2024-08-06,Higher Education,10,4.7
ATT01603,EMP07559,2024-10-08,Career Growth,12,2.7
ATT01604,EMP07562,2024-11-06,Work-Life Balance,6,5.1
ATT01605,EMP07563,2023-02-02,Health Reasons,7,2.5
ATT01606,EMP07570,2024-08-13,Manager Issues,29,6.5
ATT01607,EMP07571,2023-11-12,Career Growth,4,5.9
ATT01608,EMP07586,2024-10-01,Higher Education,6,3.1
ATT01609,EMP07588,2024-10-19,Career Growth,3,7.7
ATT01610,EMP07594,2023-10-14,Relocation,7,6.7
ATT01611,EMP07604,2024-03-20,Better Salary,25,8
ATT01612,EMP07605,2024-08-15,Personal Reasons,4,2.8
ATT01613,EMP07610,2024-11-09,Health Reasons,28,7.8
ATT01614,EMP07613,2024-10-11,Career Growth,12,5.6
ATT01615,EMP07617,2024-06-24,Work-Life Balance,15,3.8
ATT01616,EMP07618,2024-07-07,Relocation,17,6.2
ATT01617,EMP07622,2024-12-10,Better Salary,12,8
ATT01618,EMP07626,2024-12-30,Higher Education,3,7
ATT01619,EMP07639,2024-05-18,Manager Issues,4,6
ATT01620,EMP07650,2023-10-26,Career Growth,9,2.8
ATT01621,EMP07656,2024-07-26,Career Growth,22,7.8
ATT01622,EMP07661,2022-10-27,Personal Reasons,8,5.5
ATT01623,EMP07662,2024-10-18,Manager Issues,5,2.7
ATT01624,EMP07664,2024-01-04,Personal Reasons,12,8.4
ATT01625,EMP07665,2024-08-29,Career Growth,19,6.2
ATT01626,EMP07666,2024-04-21,Higher Education,25,4.8
ATT01627,EMP07680,2024-07-24,Work-Life Balance,7,8.2
ATT01628,EMP07686,2024-09-28,Manager Issues,12,5.7
ATT01629,EMP07690,2023-10-23,Manager Issues,15,4.8
ATT01630,EMP07694,2023-11-08,Health Reasons,6,3.5
ATT01631,EMP07697,2024-04-19,Manager Issues,19,2.8
ATT01632,EMP07717,2024-10-18,Work-Life Balance,19,2.8
ATT01633,EMP07718,2024-07-16,Better Salary,16,2.6
ATT01634,EMP07720,2023-03-18,Health Reasons,7,7
ATT01635,EMP07727,2023-10-11,Personal Reasons,8,7.1
ATT01636,EMP07737,2023-11-11,Manager Issues,5,3.2
ATT01637,EMP07743,2023-07-09,Work-Life Balance,4,6.1
ATT01638,EMP07745,2024-09-29,Career Growth,26,6.9
ATT01639,EMP07749,2024-12-31,Career Growth,4,5.3
ATT01640,EMP07751,2024-10-07,Better Salary,14,2.4
ATT01641,EMP07752,2024-06-20,Manager Issues,22,5.3
ATT01642,EMP07753,2024-03-02,Work-Life Balance,22,2.1
ATT01643,EMP07764,2024-01-08,Career Growth,3,4.4
ATT01644,EMP07766,2023-05-10,Better Salary,6,2.5
ATT01645,EMP07780,2024-12-08,Manager Issues,8,7.3
ATT01646,EMP07781,2023-07-19,Career Growth,12,5.2
ATT01647,EMP07786,2024-06-02,Work-Life Balance,9,5.4
ATT01648,EMP07792,2023-03-16,Higher Education,7,3.1
ATT01649,EMP07800,2024-03-23,Relocation,6,4.5
ATT01650,EMP07803,2024-10-11,Better Salary,4,5.5
ATT01651,EMP07807,2024-11-23,Career Growth,3,5.5
ATT01652,EMP07810,2024-05-08,Work-Life Balance,10,4.1
ATT01653,EMP07816,2023-10-24,Manager Issues,7,4.1
ATT01654,EMP07817,2024-07-05,Higher Education,4,3.6
ATT01655,EMP07819,2024-12-12,Better Salary,7,7
ATT01656,EMP07828,2022-11-10,Relocation,4,2.5
ATT01657,EMP07834,2022-11-08,Higher Education,9,6.8
ATT01658,EMP07835,2024-10-27,Career Growth,17,4.9
ATT01659,EMP07841,2024-07-23,Relocation,13,4.8
ATT01660,EMP07844,2023-07-19,Career Growth,6,2.4
ATT01661,EMP07848,2023-11-04,Health Reasons,3,4.8
ATT01662,EMP07855,2024-12-09,Work-Life Balance,15,3.4
ATT01663,EMP07862,2024-07-19,Health Reasons,25,6.6
ATT01664,EMP07866,2024-08-15,Relocation,8,7.8
ATT01665,EMP07869,2024-12-14,Career Growth,5,5.3
ATT01666,EMP07871,2024-11-08,Better Salary,6,5
ATT01667,EMP07874,2023-10-07,Relocation,4,6.7
ATT01668,EMP07880,2023-04-30,Manager Issues,16,3.6
ATT01669,EMP07887,2022-08-11,Career Growth,5,5.8
ATT01670,EMP07892,2024-10-30,Better Salary,7,4.6
ATT01671,EMP07893,2023-06-13,Manager Issues,17,5.7
ATT01672,EMP07911,2024-05-17,Career Growth,4,4
ATT01673,EMP07913,2024-05-10,Health Reasons,11,4
ATT01674,EMP07916,2024-11-02,Better Salary,14,2.2
ATT01675,EMP07928,2024-02-12,Personal Reasons,21,5.3
ATT01676,EMP07929,2024-04-06,Career Growth,27,7.9
ATT01677,EMP07936,2024-04-28,Relocation,10,2.2
ATT01678,EMP07948,2024-11-10,Better Salary,7,5.8
ATT01679,EMP07951,2024-07-15,Work-Life Balance,18,4.9
ATT01680,EMP07952,2024-05-13,Manager Issues,5,6.4
ATT01681,EMP07955,2024-09-18,Career Growth,30,6.6
ATT01682,EMP07957,2024-10-14,Better Salary,14,2.1
ATT01683,EMP07958,2023-09-26,Work-Life Balance,6,2.7
ATT01684,EMP07960,2024-04-04,Work-Life Balance,15,4.8
ATT01685,EMP07961,2024-12-26,Career Growth,5,6.5
ATT01686,EMP07962,2024-12-16,Relocation,7,8.5
ATT01687,EMP07978,2023-11-28,Career Growth,5,6.5
ATT01688,EMP07980,2024-09-09,Relocation,31,2.3
ATT01689,EMP07984,2023-07-31,Career Growth,10,2.2
ATT01690,EMP07990,2023-11-26,Career Growth,3,3.6
ATT01691,EMP07992,2023-08-25,Manager Issues,12,4.8
ATT01692,EMP07994,2024-08-22,Higher Education,8,2.1
ATT01693,EMP07998,2024-02-14,Work-Life Balance,22,4.4
ATT01694,EMP08002,2024-07-16,Personal Reasons,10,3.3
ATT01695,EMP08004,2023-01-25,Relocation,4,2.9
ATT01696,EMP08005,2024-06-03,Career Growth,16,5.5
ATT01697,EMP08006,2024-06-02,Career Growth,17,5.6
ATT01698,EMP08007,2024-12-31,Better Salary,31,3.4
ATT01699,EMP08012,2023-02-22,Better Salary,9,3.1
ATT01700,EMP08017,2023-12-20,Career Growth,21,5.3
ATT01701,EMP08018,2023-12-30,Relocation,15,7.4
ATT01702,EMP08020,2023-03-31,Better Salary,9,3.7
ATT01703,EMP08023,2023-11-28,Better Salary,11,3.8
ATT01704,EMP08029,2024-11-16,Manager Issues,4,3.9
ATT01705,EMP08032,2024-12-24,Work-Life Balance,3,7.8
ATT01706,EMP08034,2022-11-22,Work-Life Balance,3,4.2
ATT01707,EMP08045,2023-03-09,Career Growth,13,5.5
ATT01708,EMP08046,2024-10-27,Personal Reasons,28,4.8
ATT01709,EMP08047,2024-08-23,Relocation,25,7.6
ATT01710,EMP08050,2024-10-13,Relocation,3,7.4
ATT01711,EMP08051,2024-10-04,Relocation,9,5.9
ATT01712,EMP08054,2023-02-25,Work-Life Balance,7,4.9
ATT01713,EMP08057,2024-10-28,Personal Reasons,7,7.7
ATT01714,EMP08065,2024-06-08,Work-Life Balance,23,3.1
ATT01715,EMP08068,2023-02-01,Career Growth,4,3.6
ATT01716,EMP08076,2024-10-02,Manager Issues,3,8.3
ATT01717,EMP08078,2023-05-25,Better Salary,16,3.6
ATT01718,EMP08080,2024-10-12,Manager Issues,4,3.3
ATT01719,EMP08083,2024-12-29,Relocation,6,2.6
ATT01720,EMP08087,2024-11-22,Better Salary,17,4.4
ATT01721,EMP08091,2024-10-16,Better Salary,9,4.1
ATT01722,EMP08096,2024-09-29,Health Reasons,4,6.5
ATT01723,EMP08097,2023-07-11,Higher Education,11,5.9
ATT01724,EMP08101,2024-06-18,Work-Life Balance,6,5.1
ATT01725,EMP08115,2024-12-22,Career Growth,4,4.8
ATT01726,EMP08120,2024-01-16,Manager Issues,24,3.6
ATT01727,EMP08121,2024-05-31,Work-Life Balance,6,7.8
ATT01728,EMP08125,2024-04-24,Health Reasons,5,5.3
ATT01729,EMP08126,2023-12-01,Manager Issues,4,7.3
ATT01730,EMP08129,2024-01-24,Better Salary,13,2.4
ATT01731,EMP08142,2024-10-02,Better Salary,8,8
ATT01732,EMP08143,2023-11-10,Better Salary,15,3.9
ATT01733,EMP08147,2024-06-09,Career Growth,6,2.6
ATT01734,EMP08148,2023-02-25,Manager Issues,11,3.1
ATT01735,EMP08150,2024-12-09,Personal Reasons,8,3.3
ATT01736,EMP08158,2024-09-25,Career Growth,12,3.6
ATT01737,EMP08163,2023-12-25,Career Growth,16,3.1
ATT01738,EMP08166,2024-10-18,Better Salary,4,8
ATT01739,EMP08175,2023-04-11,Career Growth,6,5.8
ATT01740,EMP08195,2024-11-15,Higher Education,5,6.3
ATT01741,EMP08197,2024-10-01,Career Growth,11,7.5
ATT01742,EMP08198,2023-11-02,Career Growth,10,3
ATT01743,EMP08201,2023-12-03,Better Salary,15,6.1
ATT01744,EMP08203,2024-10-25,Relocation,8,6
ATT01745,EMP08206,2024-01-30,Higher Education,18,5.2
ATT01746,EMP08212,2024-07-18,Manager Issues,12,6.1
ATT01747,EMP08214,2024-07-13,Better Salary,23,2.1
ATT01748,EMP08215,2024-10-02,Career Growth,33,3.5
ATT01749,EMP08219,2022-11-28,Career Growth,6,5
ATT01750,EMP08225,2023-12-19,Personal Reasons,3,3.1
ATT01751,EMP08230,2023-06-15,Better Salary,4,3.3
ATT01752,EMP08234,2023-01-20,Work-Life Balance,9,5.7
ATT01753,EMP08235,2024-05-12,Work-Life Balance,4,8.3
ATT01754,EMP08240,2024-10-01,Relocation,4,2.3
ATT01755,EMP08241,2024-10-05,Health Reasons,15,2.5
ATT01756,EMP08247,2023-08-22,Career Growth,5,5.6
ATT01757,EMP08250,2024-09-05,Relocation,6,3.3
ATT01758,EMP08252,2023-12-02,Personal Reasons,20,7.1
ATT01759,EMP08253,2023-12-28,Better Salary,8,4.8
ATT01760,EMP08255,2023-01-03,Career Growth,6,7.1
ATT01761,EMP08256,2023-10-05,Relocation,17,8.5
ATT01762,EMP08258,2024-12-18,Work-Life Balance,3,4.2
ATT01763,EMP08264,2023-09-28,Better Salary,10,5.5
ATT01764,EMP08276,2024-08-12,Career Growth,30,4.7
ATT01765,EMP08279,2024-09-06,Better Salary,16,6.6
ATT01766,EMP08280,2024-03-16,Better Salary,11,3.2
ATT01767,EMP08282,2023-07-22,Personal Reasons,10,5.9
ATT01768,EMP08284,2023-05-17,Career Growth,13,6
ATT01769,EMP08285,2024-12-17,Career Growth,31,5.2
ATT01770,EMP08290,2024-11-24,Better Salary,4,3
ATT01771,EMP08291,2024-10-11,Manager Issues,16,7.5
ATT01772,EMP08295,2024-02-10,Career Growth,13,4.7
ATT01773,EMP08297,2023-12-06,Career Growth,5,2.3
ATT01774,EMP08305,2024-08-05,Better Salary,5,5.9
ATT01775,EMP08311,2024-11-28,Better Salary,3,3.1
